,Narration,Withdrawal Amt,Deposit Amt,Withdrawal Sum,Deposit Sum,Net Expense,Net Expense per Month
820,UPI-MANGALA KARTHIK-MANGALAKARTHIK@OKICICI-ICIC0000169-407058034675-FEBRUARY FEES,1600.0,0.0,1396364.0,46987.33,-1349376.67,-112448.05583333333
821,UPI-MANGALA KARTHIK-MANGALAKARTHIK@OKICICI-ICIC0000169-407078680241-JANUARY FEES,1600.0,0.0,1396364.0,46987.33,-1349376.67,-112448.05583333333
822,ACH D- INDIAN CLEARING CORP-P6312625X030,5000.0,0.0,1396364.0,46987.33,-1349376.67,-112448.05583333333
826,UPI-APPLE SERVICES-APPLESERVICES.BDSI@ICICI-ICIC0DC0099-407466811440-MANDATEREQUEST,389.0,0.0,1396364.0,46987.33,-1349376.67,-112448.05583333333
828,UPI-AMAZON PAY CREDIT CA-AMAZONPAYCCBILLPAYMENT@APL-UTIB0000100-407434395456-YOU ARE PAYING FOR,6937.36,0.0,1396364.0,46987.33,-1349376.67,-112448.05583333333
829,UPI-MEENAKSHI PARASURAM-MEENAKSHI.PARASURAM-3@OKHDFCBANK-HDFC0000060-407434954778-SPLITWISE,2220.0,0.0,1396364.0,46987.33,-1349376.67,-112448.05583333333
830,UPI-LAKSHMI RAMACHANDRAN-MEENAKSHI.PARASURAM-1@OKHDFCBANK-HDFC0003354-407434965927-END OF FEB SETTLEM,0.0,20213.33,1396364.0,46987.33,-1349376.67,-112448.05583333333
831,ACH D- INDIAN CLEARING CORP-P6312625X030,5000.0,0.0,1396364.0,46987.33,-1349376.67,-112448.05583333333
836,ACH D- INDIAN CLEARING CORP-P6312625X030,5000.0,0.0,1396364.0,46987.33,-1349376.67,-112448.05583333333
837,UPI-LALITHA-9620771873@YBL-UJVN0001150-408025411254-IRONING,91.0,0.0,1396364.0,46987.33,-1349376.67,-112448.05583333333
839,UPI-AMAZON PAY-AMAZONPAYHFC@YAPL-YESB0APLUPI-444856296391-YOU ARE PAYING FOR,1494.0,0.0,1396364.0,46987.33,-1349376.67,-112448.05583333333
842,UPI-HOP SALON-MAB.037244002270607@AXISBANK-UTIB0000100-408360478337-HAIRCUT,380.0,0.0,1396364.0,46987.33,-1349376.67,-112448.05583333333
843,UPI-PAI PHARMA-Q206581036@YBL-YESB0YBLUPI-408361003545-MEDICINES,1030.0,0.0,1396364.0,46987.33,-1349376.67,-112448.05583333333
848,ACH D- INDIAN CLEARING CORP-P6312625X030,5000.0,0.0,1396364.0,46987.33,-1349376.67,-112448.05583333333
850,UPI-IMPACT GURU-IMPACTONLINE@AXL-UTIB0AXLUPI-408653693467-COLLECT REQUEST FR,2160.0,0.0,1396364.0,46987.33,-1349376.67,-112448.05583333333
857,UPI-ANUSHREEG-BHARATPE90727872361@YESBANKLTD-YESB0YESUPI-408962826431-PAY TO BHARATPE ME,100.0,0.0,1396364.0,46987.33,-1349376.67,-112448.05583333333
858,UPI-PAYTMUSER-9739078244749@PAYTM-FDRL0007777-409009139413-PORTER,67.0,0.0,1396364.0,46987.33,-1349376.67,-112448.05583333333
862,UPI-LALITHA-9620771873@YBL-UJVN0001150-409152545261-IRONING,77.0,0.0,1396364.0,46987.33,-1349376.67,-112448.05583333333
